alias	existing_or_reason	candidate_target	source
RPA1	current_symbol	POLR1A	hgnc_alias_symbol
RPA2	current_symbol	POLR1B	hgnc_alias_symbol
RPD3	multiple_targets	HDAC2|HDAC3|HDAC8	hgnc_alias_symbol
RPEL1	current_symbol	PHACTR1	hgnc_prev_symbol
RPF1	current_symbol	NEDD4	hgnc_alias_symbol
RPL10	current_symbol	RPL15	hgnc_alias_symbol
RPL13	current_symbol	MRPL13	hgnc_alias_symbol
RPL24	current_symbol	RSL24D1	hgnc_alias_symbol
RPL29P3	current_symbol	RPL29P4	hgnc_prev_symbol
RPL36A	current_symbol	RPL36AL	hgnc_prev_symbol
RPML3	MRPL3	MRPL38	hgnc_alias_symbol
RPP2	multiple_targets	POP7|RPLP2	hgnc_alias_symbol
RPS12	current_symbol	MRPS12	hgnc_alias_symbol
RPS17L1	RPS17P2	RPS17	hgnc_alias_symbol
RPS17L2	RPS17P3	RPS17	hgnc_alias_symbol
RPS27AP	RPS27AP3	RPS27AP1	hgnc_alias_symbol
RPT5	multiple_targets	PSMC3|PSMC6	hgnc_alias_symbol
RRP1	current_symbol	RRP1B	hgnc_alias_symbol
RRP17	multiple_targets	NOL12|RASL10B	hgnc_alias_symbol
RS	multiple_targets	PITX2|REG1CP	hgnc_alias_symbol
Rsc6p	multiple_targets	SMARCD1|SMARCD2|SMARCD3	hgnc_alias_symbol
Rsc8	multiple_targets	SMARCC1|SMARCC2	hgnc_alias_symbol
RU2	multiple_targets	DCDC2|HPS5|KAAG1	hgnc_alias_symbol
S10	multiple_targets	PSMD6|RPS10	hgnc_alias_symbol
S100A14	current_symbol	S100A11P1	hgnc_prev_symbol
S100A15	S100A7A	S100A14	hgnc_alias_symbol
S100A16	current_symbol	HRNR	hgnc_alias_symbol
S12	multiple_targets	HTR1B|PSMD7|RPS12	hgnc_alias_symbol
S14	multiple_targets	PSMD8|RPS14|THRSP	hgnc_alias_symbol
S2	multiple_targets	PSMD2|RPS2	hgnc_alias_symbol
S3	multiple_targets	PSMD3|RPS3	hgnc_alias_symbol
S4	multiple_targets	PSMC1|RPS4Y1	hgnc_alias_symbol
S6	multiple_targets	PSMC4|RPS6	hgnc_alias_symbol
S7	multiple_targets	PSMC2|RPS7	hgnc_alias_symbol
S8	multiple_targets	PSMC5|RPS8	hgnc_alias_symbol
S9	multiple_targets	PSMD11|RPS9	hgnc_alias_symbol
SA	multiple_targets	ACSM3|RPSA	hgnc_alias_symbol
SAC3	multiple_targets	FIG4|MCM3AP	hgnc_alias_symbol
SAG	current_symbol	RNF7	hgnc_alias_symbol
SAP	multiple_targets	APCS|SH2D1A	hgnc_alias_symbol
SAP1	multiple_targets	DEFB4A|ELK4	hgnc_alias_symbol
SAP130	current_symbol	SF3B3	hgnc_alias_symbol
SAP190	multiple_targets	PPP6R1|PPP6R2|PPP6R3	hgnc_alias_symbol
SAP2	PSAP	ELK3	hgnc_alias_symbol
SAPL	multiple_targets	NUSAP1|PPP6R3	hgnc_alias_symbol
SAR1	multiple_targets	IQGAP1|SAR1A	hgnc_alias_symbol
SARS	SARS1	SARS2	hgnc_alias_symbol
SAS	TSPAN31	NANS	hgnc_alias_symbol
SAST	multiple_targets	MAST1|OLAH	hgnc_alias_symbol
SAT1	current_symbol	SLC38A1	hgnc_alias_symbol
SAT2	current_symbol	SLC38A2	hgnc_alias_symbol
SAX2	KIF1C	NKX1-1	hgnc_alias_symbol
SBBI31	multiple_targets	SNX24|SNX25	hgnc_alias_symbol
SCA31	BEAN1	TK2	hgnc_alias_symbol
SCAF1	current_symbol	COX7A2L	hgnc_alias_symbol
SCAR1	SETX	WASF1	hgnc_alias_symbol
SCAR2	PMPCA	WASF2	hgnc_alias_symbol
SCCA1	SERPINB3	SERPINB4	hgnc_alias_symbol
SCD	current_symbol	SLC22A5	hgnc_alias_symbol
SCG3	current_symbol	SGCG	hgnc_alias_symbol
SCKL4	multiple_targets	CPAP|PCNT	hgnc_alias_symbol
SCL	multiple_targets	KRT7|SCLY|TAL1	hgnc_alias_symbol
SCP1	multiple_targets	CTDSP1|SYCP1	hgnc_alias_symbol
SCP2	current_symbol	CTDSP2|SYCP2	hgnc_alias_symbol
SCYL1	current_symbol	CCL13	hgnc_alias_symbol
SCYL2	current_symbol	CCL14	hgnc_alias_symbol
SCYL3	current_symbol	CCL15	hgnc_alias_symbol
SD	RANGAP1	SLC17A5	hgnc_alias_symbol
SDH	multiple_targets	SARDH|SDS|SORD	hgnc_alias_symbol
SDP1	multiple_targets	SCAND1|SNX9	hgnc_alias_symbol
SDR1	multiple_targets	DHRS3|NPTN	hgnc_alias_symbol
SDS	current_symbol	SBDS	hgnc_alias_symbol
SEF	multiple_targets	IL17RD|TFCP2	hgnc_alias_symbol
SELP	current_symbol	SELENOP	hgnc_alias_symbol
SEP	multiple_targets	MMEL1|PLXNB1	hgnc_alias_symbol
SEP2	multiple_targets	SEPTIN6|SEPTIN8	hgnc_alias_symbol
SEPT2	SEPTIN2	SEPTIN6	hgnc_alias_symbol
SERPINB11	current_symbol	SERPINB8P1	hgnc_prev_symbol
SERS	multiple_targets	SARS1|SARS2	hgnc_alias_symbol
SES1	multiple_targets	CES1|PHETA1	hgnc_alias_symbol
SES2	multiple_targets	PHETA2|SESN2	hgnc_alias_symbol
SF	multiple_targets	HGF|KITLG	hgnc_alias_symbol
SF1	current_symbol	NR5A1	hgnc_alias_symbol
SFD	TIMP3	ATP6V1H	hgnc_alias_symbol
SFN	current_symbol	REXO2	hgnc_alias_symbol
SGK2	current_symbol	SGK3	hgnc_prev_symbol
SGK2	current_symbol	SGK3	hgnc_withdrawn
SGT1	multiple_targets	SGTA|SUGT1	hgnc_alias_symbol
SHMT	SHMT2	SHMT1	hgnc_alias_symbol
SI	current_symbol	PMEL	hgnc_alias_symbol
SIGLECL1	current_symbol	SIGLEC12	hgnc_prev_symbol
SIII	multiple_targets	ELOA|ELOB|ELOC	hgnc_alias_symbol
SIL	multiple_targets	PMEL|STIL	hgnc_prev_symbol
SIN	multiple_targets	EFS|POLR3E	hgnc_alias_symbol
SIP	multiple_targets	CACYBP|KANK2|RBM14|TP53INP1|TSACC	hgnc_alias_symbol
SIP-1	multiple_targets	NHERF2|ZEB2	hgnc_alias_symbol
SIP1	multiple_targets	SCAF11|ZEB2	hgnc_alias_symbol
SIRPB2	current_symbol	SIRPG	hgnc_prev_symbol
SIT1	current_symbol	SLC6A20	hgnc_alias_symbol
SKD1	VPS4B	VPS4A	hgnc_alias_symbol
SKD2	multiple_targets	NSF|VPS4A	hgnc_alias_symbol
SKIP	multiple_targets	INPP5K|SNW1|SPHKAP	hgnc_alias_symbol
SKP2	current_symbol	UXT	hgnc_alias_symbol
SL1	multiple_targets	TAF1A|TAF1B|TAF1C	hgnc_alias_symbol
SLA	current_symbol	SEPSECS	hgnc_alias_symbol
SLAP	multiple_targets	FAM169A|SLA|SLMAP	hgnc_alias_symbol
SLC17A2	current_symbol	SLC34A1	hgnc_prev_symbol
SLC23A1	current_symbol	SLC23A2	hgnc_prev_symbol
SLC23A2	current_symbol	SLC23A1	hgnc_prev_symbol
SLC4A5	current_symbol	SLC4A4	hgnc_prev_symbol
SLC4A5	current_symbol	SLC4A4	hgnc_withdrawn
SLC6A5	current_symbol	SLC6A2	hgnc_prev_symbol
SLIT1	current_symbol	SLIT3	hgnc_alias_symbol
SLIT3	current_symbol	SLIT1	hgnc_alias_symbol
SLK	current_symbol	FYN	hgnc_alias_symbol
SLP1	multiple_targets	SUCO|SYTL1	hgnc_alias_symbol
SLURP2	current_symbol	LYNX1	hgnc_alias_symbol
SMA3	multiple_targets	GUSBP14|SMN1	hgnc_alias_symbol
SMA3-L	multiple_targets	GUSBP2|GUSBP4	hgnc_alias_symbol
SMAC3L	GUSBP4	GUSBP2	hgnc_alias_symbol
SMAD1	current_symbol	GARS1	hgnc_alias_symbol
SMAP	multiple_targets	BRD8|C11orf58|KIFAP3	hgnc_alias_symbol
SMAP-1	multiple_targets	SMAP1|UNC45A	hgnc_alias_symbol
SMAP2	current_symbol	SMOC2	hgnc_alias_symbol
SMCC	multiple_targets	CNN1|TAGLN	hgnc_alias_symbol
SMILE	multiple_targets	CREBZF|TMTC3	hgnc_alias_symbol
smk1	multiple_targets	PPP4R3A|PPP4R3C	hgnc_alias_symbol
SMN	multiple_targets	SNRPN|STMN1	hgnc_alias_symbol
SMN-AS1	multiple_targets	SMN1-AS1|SMN2-AS1	hgnc_alias_symbol
SMO	current_symbol	SMOX	hgnc_alias_symbol
SMS	current_symbol	RAI1	hgnc_alias_symbol
SN	SIGLEC1	SCG2	hgnc_alias_symbol
SNF2	multiple_targets	SMARCA2|SMARCA4	hgnc_alias_symbol
SNF2L3	HLTF	FOXN2	hgnc_withdrawn
SNF2LB	multiple_targets	SMARCA1|SMARCA4	hgnc_alias_symbol
Sno	multiple_targets	SBNO1|SBNO2	hgnc_alias_symbol
SNORA58B	current_symbol	SNORA58	hgnc_alias_symbol
SNORD115-48	current_symbol	SNORD115-45	hgnc_alias_symbol
SNRNP65	multiple_targets	RNPC3|USP39	hgnc_alias_symbol
SNRPD1	current_symbol	SNRPD2	hgnc_prev_symbol
SNT1	SNTA1	FRS2	hgnc_alias_symbol
SNURF	current_symbol	RNF4	hgnc_alias_symbol
SNX30	current_symbol	SNX33	hgnc_alias_symbol
SOAT	SOAT1	SLC10A6	hgnc_alias_symbol
SOCS4	current_symbol	SOCS6	hgnc_prev_symbol
SOCS7	current_symbol	SOCS4	hgnc_prev_symbol
SP17	multiple_targets	CCDC54|SPA17	hgnc_alias_symbol
SPANX	multiple_targets	SPANXA1|SPANXA2	hgnc_prev_symbol
SPAT	AGXT	SFSPAT	hgnc_alias_symbol
SPATA8	current_symbol	SPATS1	hgnc_alias_symbol
SPB1	multiple_targets	FTSJ1|FTSJ3	hgnc_alias_symbol
SPC1	multiple_targets	FURIN|SPCS1	hgnc_alias_symbol
SPC3	multiple_targets	PCSK1|SPCS3	hgnc_alias_symbol
SPIN	SPIN1	GTF2I	hgnc_alias_symbol
SPIN1	current_symbol	SPNS1	hgnc_alias_symbol
SPK	multiple_targets	PBK|SYMPK	hgnc_alias_symbol
SPN	current_symbol	DEAF1	hgnc_alias_symbol
SPO	multiple_targets	LPO|SYNPR	hgnc_alias_symbol
SPP1	current_symbol	CXXC1	hgnc_alias_symbol
SPP2	current_symbol	SGPP2	hgnc_alias_symbol
SPR	current_symbol	TACR1	hgnc_alias_symbol
SPRING	multiple_targets	SPRING1|TRIM9	hgnc_alias_symbol
SPS1	multiple_targets	SEPHS1|SRM	hgnc_alias_symbol
SPTBN1-AS2	current_symbol	SPTBN1-AS1	hgnc_prev_symbol
SPX1	multiple_targets	SLC37A1|SPX	hgnc_alias_symbol
SRA1	current_symbol	SOX9	hgnc_alias_symbol
SRBC	CD2	CAVIN3	hgnc_alias_symbol
SRC1	SRC	NCOA1	hgnc_alias_symbol
SRGAP2	current_symbol	SRGAP3	hgnc_prev_symbol
SRM	current_symbol	SRMS	hgnc_alias_symbol
SRPSMCR	multiple_targets	SRP68P2|SRP68P3	hgnc_alias_symbol
SS	multiple_targets	GYPB|SHOX	hgnc_alias_symbol
SSS1	multiple_targets	SCN5A|SEC61G	hgnc_alias_symbol
ST2L	multiple_targets	IL1RL1|TMED1	hgnc_alias_symbol
ST7	current_symbol	LRP12	hgnc_alias_symbol
STAG1	current_symbol	PMEPA1	hgnc_alias_symbol
STAP1	current_symbol	UXT	hgnc_alias_symbol
STAR	current_symbol	GUCY2C	hgnc_alias_symbol
STD	SULT2A1	ZAP70	hgnc_alias_symbol
STK1	multiple_targets	CDK7|FLT3	hgnc_alias_symbol
STK2	NEK4	SLK	hgnc_alias_symbol
STK3	current_symbol	STK24	hgnc_alias_symbol
STK7	multiple_targets	AURKA|PKN2	hgnc_alias_symbol
STP	SULT1A1	TRIP10	hgnc_alias_symbol
STRA13	multiple_targets	BHLHE40|CENPX	hgnc_prev_symbol
STRAP	current_symbol	SRFBP1	hgnc_alias_symbol
Stv1	multiple_targets	ATP6V0A1|ATP6V0A2|ATP6V0A4	hgnc_alias_symbol
SUH	multiple_targets	RBPJ|RBPJL	hgnc_alias_symbol
SULT1C2	current_symbol	SULT1C4	hgnc_prev_symbol
SWAP	multiple_targets	ITSN2|SFSWAP	hgnc_alias_symbol
SWI2	multiple_targets	SMARCA2|SMARCA4	hgnc_alias_symbol
SYD1	multiple_targets	SPAG9|SYDE1	hgnc_alias_symbol
SYM1	NOG	MPV17	hgnc_alias_symbol
SYN	multiple_targets	FYN|SYNM	hgnc_alias_symbol
SYT	SYT1	SS18	hgnc_alias_symbol
SYT14L	multiple_targets	SYT14P1|SYT16	hgnc_prev_symbol
T1	multiple_targets	CD5|IL1RL1|SLC25A4|TRAPPC9	hgnc_alias_symbol
TAF2A	multiple_targets	TAF1|TAF10	hgnc_prev_symbol
TAF2C2	TAF4B	PAPPA-AS1	hgnc_alias_symbol
TAF4B	current_symbol	PAPPA-AS1	hgnc_alias_symbol
TAFII105	multiple_targets	PAPPA-AS1|TAF4B	hgnc_alias_symbol
TAK1	MAP3K7	NR2C2	hgnc_alias_symbol
tamo	multiple_targets	SPATA2|SPATA2L	hgnc_alias_symbol
TAO1	multiple_targets	TAOK1|TAOK2	hgnc_alias_symbol
TAP	multiple_targets	FLNB|NXF1|SEC14L2|USO1	hgnc_alias_symbol
TAP1	current_symbol	SEC14L2	hgnc_alias_symbol
TAP2	current_symbol	SEC14L3	hgnc_alias_symbol
TAT1	multiple_targets	SLC16A10|SLC26A8	hgnc_alias_symbol
TAZ	TAFAZZIN	WWTR1	hgnc_alias_symbol
TBC1D3I	current_symbol	TBC1D3B	hgnc_prev_symbol
TBL1	TBL1X	TBL1Y	hgnc_alias_symbol
TBP1	multiple_targets	PSMC3|TBP	hgnc_alias_symbol
TC1	multiple_targets	TCIM|TCN1	hgnc_alias_symbol
TCEA1	current_symbol	TCEA1P2	hgnc_alias_symbol
TCEB1L	SKP1P1	SKP1	hgnc_alias_symbol
TCF3	current_symbol	TCF7L1	hgnc_prev_symbol
TCF4	current_symbol	TCF7L2	hgnc_prev_symbol
TCRAV17S1	multiple_targets	TRAV17|TRAV23DV6	hgnc_alias_symbol
TCRAV19S1	multiple_targets	TRAV19|TRAV41	hgnc_alias_symbol
TCRAV25S1	multiple_targets	TRAV25|TRAV35	hgnc_alias_symbol
TCRAV31S1	multiple_targets	TRAV31|TRAV40	hgnc_alias_symbol
TCRAV4S1	multiple_targets	TRAV26-2|TRAV4	hgnc_alias_symbol
TCRBV12S2	multiple_targets	TRBV10-1|TRBV12-2	hgnc_alias_symbol
TCRBV12S3	multiple_targets	TRBV10-2|TRBV12-3	hgnc_alias_symbol
TCRBV13S1	multiple_targets	TRBV13|TRBV6-5	hgnc_alias_symbol
TCRBV14S1	multiple_targets	TRBV14|TRBV27	hgnc_alias_symbol
TCRBV15S1	multiple_targets	TRBV15|TRBV24-1	hgnc_alias_symbol
TCRBV21S1	multiple_targets	TRBV11-1|TRBV21-1	hgnc_alias_symbol
TCRBV2S1	multiple_targets	TRBV2|TRBV20-1	hgnc_alias_symbol
TCRBV3S1	multiple_targets	TRBV28|TRBV3-1	hgnc_alias_symbol
TCRGV5P	TRGV5P	TRGV6	hgnc_alias_symbol
TDE2	SERINC1	SERINC2	hgnc_alias_symbol
TDGF2	CRIPTOP2	CRIPTO3	hgnc_alias_symbol
TE2	multiple_targets	NAA10|OLAH	hgnc_alias_symbol
TEL2	multiple_targets	ETV7|TELO2	hgnc_alias_symbol
TEN1	current_symbol	TENM1	hgnc_alias_symbol
TEP1	current_symbol	PTEN	hgnc_alias_symbol
TER	multiple_targets	TECR|TERC	hgnc_alias_symbol
TERA	multiple_targets	SINHCAF|VCP	hgnc_alias_symbol
TF	current_symbol	F3	hgnc_alias_symbol
TFIIA	multiple_targets	GTF2A1|GTF2A2	hgnc_alias_symbol
TFIIF	multiple_targets	GTF2F1|GTF2F2|GTF2F2P1	hgnc_alias_symbol
TFIIH	multiple_targets	GTF2H1|GTF2H2|GTF2H3|GTF2H4|GTF2H5	hgnc_alias_symbol
TFIIS	multiple_targets	TCEA1|TCEA2	hgnc_alias_symbol
TGIF	TGIF1	IL10	hgnc_alias_symbol
TGT	multiple_targets	QTRT1|USP14	hgnc_alias_symbol
THC2	ANKRD26	MASTL	hgnc_alias_symbol
THRA1	THRA	NR1D1	hgnc_alias_symbol
THY1-AS1	current_symbol	USP2-AS1	hgnc_alias_symbol
TIG1	multiple_targets	GPRC5A|RARRES1	hgnc_alias_symbol
TIH1	multiple_targets	PHLDA3|RUVBL1	hgnc_alias_symbol
TIM	multiple_targets	ARHGEF5|TIMELESS	hgnc_alias_symbol
TIM1	multiple_targets	ARHGEF5|HAVCR1|TIMELESS	hgnc_alias_symbol
TIP	multiple_targets	ITFG1|METTL8	hgnc_alias_symbol
TIP39	multiple_targets	PTH2|TFIP11	hgnc_alias_symbol
TKT	current_symbol	DDR2	hgnc_alias_symbol
TLN	TLN1	ICAM5	hgnc_alias_symbol
TLP	multiple_targets	CRIP3|TBPL1	hgnc_alias_symbol
TLX	NR2E1	CD46	hgnc_alias_symbol
TMPRSS3	current_symbol	TMPRSS4	hgnc_alias_symbol
TMS-1	multiple_targets	PYCARD|SERINC3	hgnc_alias_symbol
TN	multiple_targets	CLEC3B|TNC	hgnc_alias_symbol
TNFRSF11B	current_symbol	BTF3P11	hgnc_alias_symbol
TNNC1	current_symbol	TNNI3	hgnc_alias_symbol
TNT	multiple_targets	C16orf82|TNNT1	hgnc_alias_symbol
TNX	TNXA	TNXB	hgnc_alias_symbol
TP	multiple_targets	LCN1|TMPO	hgnc_alias_symbol
TP2	multiple_targets	TERT|TNP2	hgnc_alias_symbol
TPC	multiple_targets	CCDC6|SLC25A19	hgnc_alias_symbol
TPH2	current_symbol	TDO2	hgnc_alias_symbol
TPO	current_symbol	THPO	hgnc_alias_symbol
TPRKB	current_symbol	TP53RK	hgnc_alias_symbol
TPT	multiple_targets	PDSS1|SHH	hgnc_alias_symbol
TR	multiple_targets	F2R|TERC|TMEFF2|TXNRD2	hgnc_alias_symbol
TR1	multiple_targets	TAS1R1|TNFRSF11B	hgnc_alias_symbol
TR2	multiple_targets	TAS1R2|TNFRSF14|TXNRD3	hgnc_alias_symbol
TR3	multiple_targets	NR4A1|TNFRSF25|TXNRD2	hgnc_alias_symbol
TRA-TGC3-1	current_symbol	TRA-TGC3-2	hgnc_prev_symbol
TRA-TGC3-2	current_symbol	TRA-TGC3-1	hgnc_prev_symbol
TRAF2	current_symbol	TANK	hgnc_prev_symbol
TRAM	multiple_targets	TICAM2|TRAM1	hgnc_alias_symbol
TRAMP	multiple_targets	TNFRSF25|TRAM1|ZBED1	hgnc_alias_symbol
TRAP	multiple_targets	ACP5|CD40LG|SCYL1	hgnc_alias_symbol
TRAP1	current_symbol	TGFBRAP1	hgnc_alias_symbol
TRAP1	current_symbol	HSP90B2P	hgnc_prev_symbol
TRAP2	HSP90B3P	PSMD2	hgnc_alias_symbol
TRAV11	current_symbol	TRAV1-1	hgnc_alias_symbol
TRB1	multiple_targets	TAS2R14|TRIB1	hgnc_alias_symbol
TRB2	multiple_targets	TAS2R10|TRIB2	hgnc_alias_symbol
TRB3	multiple_targets	TAS2R13|TRIB3	hgnc_alias_symbol
TRBP	multiple_targets	NCOA6|TARBP2P1	hgnc_alias_symbol
TRC-GCA2-1	current_symbol	TRC-GCA2-2	hgnc_prev_symbol
TRC-GCA2-2	current_symbol	TRC-GCA2-3	hgnc_prev_symbol
TRC-GCA2-3	current_symbol	TRC-GCA2-4	hgnc_prev_symbol
TRC-GCA2-4	current_symbol	TRC-GCA2-1	hgnc_prev_symbol
TRD	current_symbol	TRD-GTC9-1	hgnc_prev_symbol
TRD-GTC2-10	current_symbol	TRD-GTC2-6	hgnc_prev_symbol
TRD-GTC2-11	current_symbol	TRD-GTC2-7	hgnc_prev_symbol
TRD-GTC2-6	current_symbol	TRD-GTC2-8	hgnc_prev_symbol
TRD-GTC2-7	current_symbol	TRD-GTC2-9	hgnc_prev_symbol
TRD-GTC2-8	current_symbol	TRD-GTC2-10	hgnc_prev_symbol
TRD-GTC2-9	current_symbol	TRD-GTC2-11	hgnc_prev_symbol
TRE	TRE-TTC3-1	TREH	hgnc_alias_symbol
TRE-TTC1-1	current_symbol	TRE-TTC1-2	hgnc_prev_symbol
TRE-TTC1-2	current_symbol	TRE-TTC1-1	hgnc_prev_symbol
TRF	multiple_targets	IL5|TERF1	hgnc_alias_symbol
TRF-GAA1-1	current_symbol	TRF-GAA1-3	hgnc_prev_symbol
TRF-GAA1-2	current_symbol	TRF-GAA1-4	hgnc_prev_symbol
TRF-GAA1-3	current_symbol	TRF-GAA1-5	hgnc_prev_symbol
TRF-GAA1-4	current_symbol	TRF-GAA1-6	hgnc_prev_symbol
TRF-GAA1-5	current_symbol	TRF-GAA1-1	hgnc_prev_symbol
TRF-GAA1-6	current_symbol	TRF-GAA1-2	hgnc_prev_symbol
TRF2	multiple_targets	TBPL1|TERF2	hgnc_alias_symbol
TRG-CCC2-1	current_symbol	TRG-CCC2-2	hgnc_prev_symbol
TRG-CCC2-2	current_symbol	TRG-CCC2-1	hgnc_prev_symbol
TRG-GCC2-2	current_symbol	TRG-GCC2-4	hgnc_prev_symbol
TRG-GCC2-3	current_symbol	TRG-GCC2-5	hgnc_prev_symbol
TRG-GCC2-4	current_symbol	TRG-GCC2-6	hgnc_prev_symbol
TRG-GCC2-5	current_symbol	TRG-GCC2-2	hgnc_prev_symbol
TRG-GCC2-6	current_symbol	TRG-GCC2-3	hgnc_prev_symbol
TRH-GTG1-5	current_symbol	TRH-GTG1-7	hgnc_prev_symbol
TRH-GTG1-6	current_symbol	TRH-GTG1-8	hgnc_prev_symbol
TRH-GTG1-7	current_symbol	TRH-GTG1-9	hgnc_prev_symbol
TRH-GTG1-8	current_symbol	TRH-GTG1-5	hgnc_prev_symbol
TRH-GTG1-9	current_symbol	TRH-GTG1-6	hgnc_prev_symbol
TRI-AAT5-1	current_symbol	TRI-AAT5-4	hgnc_prev_symbol
TRI-AAT5-2	current_symbol	TRI-AAT5-5	hgnc_prev_symbol
TRI-AAT5-3	current_symbol	TRI-AAT5-1	hgnc_prev_symbol
TRI-AAT5-4	current_symbol	TRI-AAT5-2	hgnc_prev_symbol
TRI-AAT5-5	current_symbol	TRI-AAT5-3	hgnc_prev_symbol
TRIM80P	current_symbol	TRIM53BP	hgnc_prev_symbol
TRIP	multiple_targets	LRRFIP1|TRAIP	hgnc_alias_symbol
TRK	multiple_targets	NTRK1|TPM3	hgnc_alias_symbol
TRK-CTT2-2	current_symbol	TRK-CTT2-5	hgnc_prev_symbol
TRK-CTT2-3	current_symbol	TRK-CTT2-2	hgnc_prev_symbol
TRK-CTT2-4	current_symbol	TRK-CTT2-3	hgnc_prev_symbol
TRK-CTT2-5	current_symbol	TRK-CTT2-4	hgnc_prev_symbol
TRK-TTT3-3	current_symbol	TRK-TTT3-4	hgnc_prev_symbol
TRK-TTT3-4	current_symbol	TRK-TTT3-5	hgnc_prev_symbol
TRK-TTT3-5	current_symbol	TRK-TTT3-3	hgnc_prev_symbol
TRL-AAG2-1	current_symbol	TRL-AAG2-3	hgnc_prev_symbol
TRL-AAG2-2	current_symbol	TRL-AAG2-4	hgnc_prev_symbol
TRL-AAG2-3	current_symbol	TRL-AAG2-1	hgnc_prev_symbol
TRL-AAG2-4	current_symbol	TRL-AAG2-2	hgnc_prev_symbol
TRM1	multiple_targets	TRX-CAT1-2|TRX-CAT2-1	hgnc_prev_symbol
TRN	TRN-GTT2-1	TNPO1	hgnc_alias_symbol
TRN2	TRN-GTT4-1	TNPO2	hgnc_alias_symbol
TRNP1	current_symbol	TRL-AAG2-3|TRP-AGG2-5|TRP-AGG2-6	hgnc_prev_symbol
TRP-AGG2-2	current_symbol	TRP-AGG2-4	hgnc_prev_symbol
TRP-AGG2-3	current_symbol	TRP-AGG2-5	hgnc_prev_symbol
TRP-AGG2-4	current_symbol	TRP-AGG2-6	hgnc_prev_symbol
TRP-AGG2-5	current_symbol	TRP-AGG2-7	hgnc_prev_symbol
TRP-AGG2-6	current_symbol	TRP-AGG2-8	hgnc_prev_symbol
TRP-AGG2-7	current_symbol	TRP-AGG2-2	hgnc_prev_symbol
TRP-AGG2-8	current_symbol	TRP-AGG2-3	hgnc_prev_symbol
TRP-TGG3-1	current_symbol	TRP-TGG3-2	hgnc_prev_symbol
TRP-TGG3-2	current_symbol	TRP-TGG3-3	hgnc_prev_symbol
TRP-TGG3-3	current_symbol	TRP-TGG3-4	hgnc_prev_symbol
TRP-TGG3-4	current_symbol	TRP-TGG3-5	hgnc_prev_symbol
TRP-TGG3-5	current_symbol	TRP-TGG3-1	hgnc_prev_symbol
TRP2	TRP-AGG2-6	DCT	hgnc_alias_symbol
TRPC7	current_symbol	TRPM2	hgnc_prev_symbol
TRQ-CTG1-1	current_symbol	TRQ-CTG1-4	hgnc_prev_symbol
TRQ-CTG1-2	current_symbol	TRQ-CTG1-5	hgnc_prev_symbol
TRQ-CTG1-3	current_symbol	TRQ-CTG1-1	hgnc_prev_symbol
TRQ-CTG1-4	current_symbol	TRQ-CTG1-2	hgnc_prev_symbol
TRQ-CTG1-5	current_symbol	TRQ-CTG1-3	hgnc_prev_symbol
TRR-ACG1-1	current_symbol	TRR-ACG1-3	hgnc_prev_symbol
TRR-ACG1-2	current_symbol	TRR-ACG1-1	hgnc_prev_symbol
TRR-ACG1-3	current_symbol	TRR-ACG1-2	hgnc_prev_symbol
TRR-CCG1-1	current_symbol	TRR-CCG1-3	hgnc_prev_symbol
TRR-CCG1-2	current_symbol	TRR-CCG1-1	hgnc_prev_symbol
TRR-CCG1-3	current_symbol	TRR-CCG1-2	hgnc_prev_symbol
TRR-TCT3-1	current_symbol	TRR-TCT3-2	hgnc_prev_symbol
TRR-TCT3-2	current_symbol	TRR-TCT3-1	hgnc_prev_symbol
TRS-AGA2-1	current_symbol	TRS-AGA2-6	hgnc_prev_symbol
TRS-AGA2-2	current_symbol	TRS-AGA2-1	hgnc_prev_symbol
TRS-AGA2-3	current_symbol	TRS-AGA2-2	hgnc_prev_symbol
TRS-AGA2-4	current_symbol	TRS-AGA2-3	hgnc_prev_symbol
TRS-AGA2-5	current_symbol	TRS-AGA2-4	hgnc_prev_symbol
TRS-AGA2-6	current_symbol	TRS-AGA2-5	hgnc_prev_symbol
TRS-GCT4-1	current_symbol	TRS-GCT4-2	hgnc_prev_symbol
TRS-GCT4-2	current_symbol	TRS-GCT4-3	hgnc_prev_symbol
TRS-GCT4-3	current_symbol	TRS-GCT4-1	hgnc_prev_symbol
TRT-AGT4-1	current_symbol	TRT-AGT5-1	hgnc_prev_symbol
TRT-AGT5-1	current_symbol	TRT-AGT4-1	hgnc_prev_symbol
TRW-CCA3-1	current_symbol	TRW-CCA3-3	hgnc_prev_symbol
TRW-CCA3-2	current_symbol	TRW-CCA3-1	hgnc_prev_symbol
TRW-CCA3-3	current_symbol	TRW-CCA3-2	hgnc_prev_symbol
TRX-CAT1-2	current_symbol	TRX-CAT1-8	hgnc_prev_symbol
TRX-CAT1-3	current_symbol	TRX-CAT1-2	hgnc_prev_symbol
TRX-CAT1-4	current_symbol	TRX-CAT1-3	hgnc_prev_symbol
TRX-CAT1-5	current_symbol	TRX-CAT1-4	hgnc_prev_symbol
TRX-CAT1-6	current_symbol	TRX-CAT1-5	hgnc_prev_symbol
TRX-CAT1-7	current_symbol	TRX-CAT1-6	hgnc_prev_symbol
TRX-CAT1-8	current_symbol	TRX-CAT1-7	hgnc_prev_symbol
TRY-GTA5-1	current_symbol	TRY-GTA5-3	hgnc_prev_symbol
